Base,Tail Number,Min Quantity,Max Quantity,JETA Fuel Cost,Into Plane,Discount,County Fee,Federal Excise Tax JetA,FET Addon,Flow Fee,Jet Concession Fee,Jet Conc/AR FF Fee,M & O Fee,Misc,PAFCO Fuel Surcharge,PAFCO Truck Fee,Pipeline Fee,PPD Billed Freight,PPD Freight Surcharge,State and Local Taxes,State Clean Fee,STATE ENVIRON/OIL SPILL,State Fuel Tax,State Inspection Fee,State Oil Transfer/UST,Freight,US Federal Oil Spill,Sub Total ($),Tax Rate (%),Tax Amount ($),Total
ACY,,1,300,4.3529,4.1400,0.0000,,0.2180,0.0250,,0.0700,,,0.0400,0.0222,0.0529,0.0000,0.0125,,,,,,,,0.0010,0.0021,8.9366,6.6250,0.0000,8.9366
ACY,,301,1200,4.3529,3.8300,0.0000,,0.2180,0.0250,,0.0700,,,0.0400,0.0222,0.0529,0.0000,0.0125,,,,,,,,0.0010,0.0021,8.6266,6.6250,0.0000,8.6266
ACY,,1201,999999,4.3529,3.3200,0.0000,,0.2180,0.0250,,0.0700,,,0.0400,0.0222,0.0529,0.0000,0.0125,,,,,,,,0.0010,0.0021,8.1166,6.6250,0.0000,8.1166
AMA,,1,300,4.2985,2.3100,0.0000,,0.2180,0.0250,,0.0525,,,,0.0096,0.0231,0.0000,0.0000,,,,,,,,0.0010,0.0021,6.9398,0.0000,0.0000,6.9398
AMA,,301,1200,4.2985,2.2100,0.0000,,0.2180,0.0250,,0.0525,,,,0.0096,0.0231,0.0000,0.0000,,,,,,,,0.0010,0.0021,6.8398,0.0000,0.0000,6.8398
AMA,,1201,999999,4.2985,1.9600,0.0000,,0.2180,0.0250,,0.0525,,,,0.0096,0.0231,0.0000,0.0000,,,,,,,,0.0010,0.0021,6.5898,0.0000,0.0000,6.5898
ANC,,1,500,3.5227,1.2240,0.0000,,0.2180,0.0250,,0.0670,,,,0.0122,0.0350,0.0000,0.0000,,0.0320,,,,,,0.0010,0.0021,5.1390,0.0000,0.0000,5.1390
ANC,,501,1200,3.5227,1.2000,0.0000,,0.2180,0.0250,,0.0670,,,,0.0122,0.0350,0.0000,0.0000,,0.0320,,,,,,0.0010,0.0021,5.1150,0.0000,0.0000,5.1150
ANC,,1201,999999,3.5227,1.1750,0.0000,,0.2180,0.0250,,0.0670,,,,0.0122,0.0350,0.0000,0.0000,,0.0320,,,,,,0.0010,0.0021,5.0900,0.0000,0.0000,5.0900
AP3,,1,300,4.3480,0.7140,0.0000,,0.2180,0.0250,,0.0700,,,,0.0104,0.0250,0.0000,0.0000,,,,,0.0400,,,0.0010,0.0021,5.4535,4.1500,0.2259,5.6794
AP3,,301,1200,4.3480,0.7000,0.0000,,0.2180,0.0250,,0.0700,,,,0.0104,0.0250,0.0000,0.0000,,,,,0.0400,,,0.0010,0.0021,5.4395,4.1500,0.2253,5.6648
AP3,,1201,999999,4.3480,0.6850,0.0000,,0.2180,0.0250,,0.0700,,,,0.0104,0.0250,0.0000,0.0000,,,,,0.0400,,,0.0010,0.0021,5.4245,4.1500,0.2247,5.6492
APA,,1,300,4.4416,0.7140,0.0000,,0.2180,0.0250,,0.1000,,,,0.0156,0.0371,0.0000,0.0000,,,,,0.0400,,,0.0010,0.0021,5.5944,4.1500,0.2315,5.8259
APA,,301,1200,4.4416,0.7000,0.0000,,0.2180,0.0250,,0.1000,,,,0.0156,0.0371,0.0000,0.0000,,,,,0.0400,,,0.0010,0.0021,5.5804,4.1500,0.2309,5.8113
APA,,1201,999999,4.4416,0.6850,0.0000,,0.2180,0.0250,,0.1000,,,,0.0156,0.0371,0.0000,0.0000,,,,,0.0400,,,0.0010,0.0021,5.5654,4.1500,0.2303,5.7957
ATL,,1,300,3.5954,2.3800,,,0.2180,0.0250,,2.4398,,,,0.0000,0.0000,0.0521,0.0000,,,,,,,,0.0010,0.0021,8.7134,2.0000,0.1743,8.8877
ATL,,301,1200,3.5954,2.2800,,,0.2180,0.0250,,2.4009,,,,0.0000,0.0000,0.0521,0.0000,,,,,,,,0.0010,0.0021,8.5745,2.0000,0.1715,8.7460
ATL,,1201,999999,3.5954,2.1800,,,0.2180,0.0250,,2.3620,,,,0.0000,0.0000,0.0521,0.0000,,,,,,,,0.0010,0.0021,8.4356,2.0000,0.1687,8.6043
AUS,,1,300,3.5702,1.5180,0.0000,,0.2180,0.0250,,0.1000,,,0.0600,0.0103,0.0245,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.5291,0.0000,0.0000,5.5291
AUS,,301,1200,3.5702,1.4880,0.0000,,0.2180,0.0250,,0.1000,,,0.0600,0.0103,0.0245,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.4991,0.0000,0.0000,5.4991
AUS,,1201,999999,3.5702,1.4570,0.0000,,0.2180,0.0250,,0.1000,,,0.0600,0.0103,0.0245,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.4681,0.0000,0.0000,5.4681
AVL,,1,300,3.7107,2.9300,0.0000,,0.2180,0.0250,,0.0500,,,,0.0273,0.0650,0.0445,0.0000,,,,,,0.0030,,0.0010,0.0021,7.0766,7.0000,0.4935,7.5701
AVL,,301,1200,3.7107,2.8710,0.0000,,0.2180,0.0250,,0.0500,,,,0.0273,0.0650,0.0445,0.0000,,,,,,0.0030,,0.0010,0.0021,7.0176,7.0000,0.4893,7.5069
AVL,,1201,999999,3.7107,2.8130,0.0000,,0.2180,0.0250,,0.0500,,,,0.0273,0.0650,0.0445,0.0000,,,,,,0.0030,,0.0010,0.0021,6.9596,7.0000,0.4853,7.4449
BCT,,1,500,3.8156,1.1330,,,0.2180,0.0250,,0.1953,,,,0.0120,0.0285,0.0000,0.0000,,,,0.0200,0.0427,,,0.0010,0.0021,5.4932,7.0000,0.0137,5.5069
BCT,,501,1200,3.8156,1.1100,,,0.2180,0.0250,,0.1953,,,,0.0120,0.0285,0.0000,0.0000,,,,0.0200,0.0427,,,0.0010,0.0021,5.4702,7.0000,0.0137,5.4839
BCT,,1201,999999,3.8156,1.0880,,,0.2180,0.0250,,0.1953,,,,0.0120,0.0285,0.0000,0.0000,,,,0.0200,0.0427,,,0.0010,0.0021,5.4482,7.0000,0.0137,5.4619
BDL,,1,300,4.1673,2.1850,0.0000,,0.2180,0.0000,0.0353,0.0800,,,,0.0000,0.0000,0.0320,0.0000,,,,,0.3502,,,0.0010,0.0021,7.0709,0.0000,0.0000,7.0709
BDL,,301,1200,4.1673,2.1410,0.0000,,0.2180,0.0000,0.0353,0.0800,,,,0.0000,0.0000,0.0320,0.0000,,,,,0.3502,,,0.0010,0.0021,7.0269,0.0000,0.0000,7.0269
BDL,,1201,999999,4.1673,2.0980,0.0000,,0.2180,0.0000,0.0353,0.0800,,,,0.0000,0.0000,0.0320,0.0000,,,,,0.3502,,,0.0010,0.0021,6.9839,0.0000,0.0000,6.9839
BED,,1,500,4.3364,1.6710,0.0000,,0.2180,0.0250,,0.2000,,,,0.0487,0.1160,0.0000,0.0000,,,,,0.2340,,0.0012,0.0010,0.0021,6.8534,0.0000,0.0000,6.8534
BED,,501,1200,4.3364,1.6380,0.0000,,0.2180,0.0250,,0.2000,,,,0.0487,0.1160,0.0000,0.0000,,,,,0.2340,,0.0012,0.0010,0.0021,6.8204,0.0000,0.0000,6.8204
BED,,1201,999999,4.3364,1.6040,0.0000,,0.2180,0.0250,,0.2000,,,,0.0487,0.1160,0.0000,0.0000,,,,,0.2340,,0.0012,0.0010,0.0021,6.7864,0.0000,0.0000,6.7864
BFI,,1,500,3.4914,0.9520,0.0000,,0.2180,0.0250,,0.0800,,,0.0271,0.0164,0.0391,0.0000,0.0000,,,,0.0098,0.1800,,,0.0010,0.0021,5.0419,10.2500,0.5141,5.5560
BFI,,501,1200,3.4914,0.9330,0.0000,,0.2180,0.0250,,0.0800,,,0.0271,0.0164,0.0391,0.0000,0.0000,,,,0.0098,0.1800,,,0.0010,0.0021,5.0229,10.2500,0.5122,5.5351
BFI,,1201,999999,3.4914,0.8200,0.0000,,0.2180,0.0250,,0.0800,,,0.0271,0.0164,0.0391,0.0000,0.0000,,,,0.0098,0.1800,,,0.0010,0.0021,4.9099,10.2500,0.5006,5.4105
BFM,,1,300,3.7084,4.0000,0.0000,,0.2180,0.0250,,0.0800,,,,0.0158,0.0264,0.0000,0.0000,,,,,0.0350,,0.0120,0.0010,0.0021,8.1237,10.0000,0.0000,8.1237
BFM,,301,1200,3.7084,3.9500,0.0000,,0.2180,0.0250,,0.0800,,,,0.0158,0.0264,0.0000,0.0000,,,,,0.0350,,0.0120,0.0010,0.0021,8.0737,10.0000,0.0000,8.0737
BFM,,1201,999999,3.7084,3.8500,0.0000,,0.2180,0.0250,,0.0800,,,,0.0158,0.0264,0.0000,0.0000,,,,,0.0350,,0.0120,0.0010,0.0021,7.9737,10.0000,0.0000,7.9737
BGI,,1,999999 ,4.7100,,0.0000,,,,,,,,,,,,,,,,,,,,,,4.7100,,0.0000,4.7100
BJC,,1,500,4.6234,2.1530,0.0000,,0.2180,0.0250,,0.1200,,,,0.0156,0.0371,0.0000,0.0000,,,,,0.0400,,,0.0010,0.0021,7.2352,4.4000,0.3177,7.5529
BJC,,501,1200,4.6234,1.9000,0.0000,,0.2180,0.0250,,0.1200,,,,0.0156,0.0371,0.0000,0.0000,,,,,0.0400,,,0.0010,0.0021,6.9822,4.4000,0.3065,7.2887
BJC,,1201,999999,4.6234,1.9000,0.0000,,0.2180,0.0250,,0.1200,,,,0.0156,0.0371,0.0000,0.0000,,,,,0.0400,,,0.0010,0.0021,6.9822,4.4000,0.3065,7.2887
BKL,,1,300,3.8308,2.8600,0.0000,,0.2180,0.0250,,0.1200,,,,0.0102,0.0244,0.0000,0.0000,,,,,,,0.0275,0.0010,0.0021,7.1190,8.0000,0.5687,7.6877
BKL,,301,1200,3.8308,2.7300,0.0000,,0.2180,0.0250,,0.1200,,,,0.0102,0.0244,0.0000,0.0000,,,,,,,0.0275,0.0010,0.0021,6.9890,8.0000,0.5583,7.5473
BKL,,1201,999999,3.8308,2.6000,0.0000,,0.2180,0.0250,,0.1200,,,,0.0102,0.0244,0.0000,0.0000,,,,,,,0.0275,0.0010,0.0021,6.8590,8.0000,0.5479,7.4069
BNA,,1,300,3.6027,2.3070,0.0000,,0.2180,,,0.0800,,,,0.0000,0.0000,0.1243,0.0000,,,,0.0040,0.0100,,,0.0010,0.0021,6.3491,4.2500,0.2698,6.6189
BNA,,301,1200,3.6027,2.2610,0.0000,,0.2180,,,0.0800,,,,0.0000,0.0000,0.1243,0.0000,,,,0.0040,0.0100,,,0.0010,0.0021,6.3031,4.2500,0.2679,6.5710
BNA,,1201,999999,3.6027,2.2150,0.0000,,0.2180,,,0.0800,,,,0.0000,0.0000,0.1243,0.0000,,,,0.0040,0.0100,,,0.0010,0.0021,6.2571,4.2500,0.2659,6.5230
BOS,,1,500,4.3242,4.7300,0.0000,,0.2180,0.0000,0.1450,0.2300,,,,0.0000,0.0000,0.0000,0.0000,,,,0.0020,0.2340,,,0.0010,0.0021,9.8863,0.0000,0.0000,9.8863
BOS,,501,1200,4.3242,4.7100,0.0000,,0.2180,0.0000,0.1450,0.2300,,,,0.0000,0.0000,0.0000,0.0000,,,,0.0020,0.2340,,,0.0010,0.0021,9.8663,0.0000,0.0000,9.8663
BOS,,1201,999999,4.3242,4.6200,0.0000,,0.2180,0.0000,0.1450,0.2300,,,,0.0000,0.0000,0.0000,0.0000,,,,0.0020,0.2340,,,0.0010,0.0021,9.7763,0.0000,0.0000,9.7763
BTR,,1,300,3.6710,1.2250,0.0000,,0.2180,0.0250,,0.1200,,,0.0080,0.0130,0.0310,0.0000,0.0000,,,,0.0010,,,,0.0010,0.0021,5.3151,4.4500,0.2359,5.5510
BTR,,301,1200,3.6710,1.2010,0.0000,,0.2180,0.0250,,0.1200,,,0.0080,0.0130,0.0310,0.0000,0.0000,,,,0.0010,,,,0.0010,0.0021,5.2911,4.4500,0.2349,5.5260
BTR,,1201,999999,3.6710,1.1200,0.0000,,0.2180,0.0250,,0.1200,,,0.0080,0.0130,0.0310,0.0000,0.0000,,,,0.0010,,,,0.0010,0.0021,5.2101,4.4500,0.2313,5.4414
BU1,,1,500,4.3714,3.1500,0.0000,,0.2180,0.0250,,0.0500,,0.0900,,0.0000,0.0000,0.0000,0.0000,,0.0700,,0.0033,,,,0.0010,0.0021,7.9808,4.0000,0.3192,8.3000
BU1,,501,1200,4.3714,2.8500,0.0000,,0.2180,0.0250,,0.0500,,0.0900,,0.0000,0.0000,0.0000,0.0000,,0.0700,,0.0033,,,,0.0010,0.0021,7.6808,4.0000,0.3072,7.9880
BU1,,1201,999999,4.3714,2.6000,0.0000,,0.2180,0.0250,,0.0500,,0.0900,,0.0000,0.0000,0.0000,0.0000,,0.0700,,0.0033,,,,0.0010,0.0021,7.4308,4.0000,0.2972,7.7280
BWI,,1,300,3.5330,3.8100,,,0.2180,,0.0205,0.8669,,,,0.0000,0.0000,0.0442,0.0000,,0.0700,,,,,0.0010,0.0010,0.0021,8.5667,0.0000,0.0000,8.5667
BWI,,301,1200,3.5330,3.7340,,,0.2180,,0.0205,0.8583,,,,0.0000,0.0000,0.0442,0.0000,,0.0700,,,,,0.0010,0.0010,0.0021,8.4821,0.0000,0.0000,8.4821
BWI,,1201,999999,3.5330,3.6400,,,0.2180,,0.0205,0.8477,,,,0.0000,0.0000,0.0442,0.0000,,0.0700,,,,,0.0010,0.0010,0.0021,8.3775,0.0000,0.0000,8.3775
BZN,,1,500,3.8101,1.5930,0.0000,,0.2180,0.0250,,0.0800,,,,0.1334,0.3175,0.0000,0.0000,,,,,0.0500,,0.0080,0.0010,0.0021,6.2381,0.0000,0.0000,6.2381
BZN,,501,1200,3.8101,1.5610,0.0000,,0.2180,0.0250,,0.0800,,,,0.1334,0.3175,0.0000,0.0000,,,,,0.0500,,0.0080,0.0010,0.0021,6.2061,0.0000,0.0000,6.2061
BZN,,1201,999999,3.8101,1.5290,0.0000,,0.2180,0.0250,,0.0800,,,,0.1334,0.3175,0.0000,0.0000,,,,,0.0500,,0.0080,0.0010,0.0021,6.1741,0.0000,0.0000,6.1741
CHO,,1,300,3.6712,3.3900,0.0000,,0.2180,0.0250,,0.0800,,,,0.0248,0.0590,0.0355,0.0000,,,,,0.0500,,,0.0010,0.0021,7.5566,5.3000,0.0000,7.5566
CHO,,301,1200,3.6712,3.3100,0.0000,,0.2180,0.0250,,0.0800,,,,0.0248,0.0590,0.0355,0.0000,,,,,0.0500,,,0.0010,0.0021,7.4766,5.3000,0.0000,7.4766
CHO,,1201,999999,3.6712,2.9900,0.0000,,0.2180,0.0250,,0.0800,,,,0.0248,0.0590,0.0355,0.0000,,,,,0.0500,,,0.0010,0.0021,7.1566,5.3000,0.0000,7.1566
CHS,,1,300,3.6769,0.9210,0.0000,,0.2180,0.0250,,0.0900,,,,0.0410,0.0975,0.0460,0.0000,,,,0.0050,,0.0030,,0.0010,0.0021,5.1265,9.0000,0.4577,5.5842
CHS,,301,1200,3.6769,0.9030,0.0000,,0.2180,0.0250,,0.0900,,,,0.0410,0.0975,0.0460,0.0000,,,,0.0050,,0.0030,,0.0010,0.0021,5.1085,9.0000,0.4561,5.5646
CHS,,1201,999999,3.6769,0.8840,0.0000,,0.2180,0.0250,,0.0900,,,,0.0410,0.0975,0.0460,0.0000,,,,0.0050,,0.0030,,0.0010,0.0021,5.0895,9.0000,0.4544,5.5439
CID,,1,300,3.7388,2.6750,0.0000,,0.2180,0.0250,,0.0500,,,,0.0135,0.0321,0.0000,0.0000,,,,,0.0500,,,0.0010,0.0021,6.8055,0.0000,0.0000,6.8055
CID,,301,1200,3.7388,2.6210,0.0000,,0.2180,0.0250,,0.0500,,,,0.0135,0.0321,0.0000,0.0000,,,,,0.0500,,,0.0010,0.0021,6.7515,0.0000,0.0000,6.7515
CID,,1201,999999,3.7388,2.0000,0.0000,,0.2180,0.0250,,0.0500,,,,0.0135,0.0321,0.0000,0.0000,,,,,0.0500,,,0.0010,0.0021,6.1305,0.0000,0.0000,6.1305
CMH,,1,300,3.6917,1.5600,0.0000,,0.2180,0.0250,,0.0750,,,,0.0092,0.0220,0.0000,0.0000,,,,,,,0.0275,0.0010,0.0021,5.6315,7.5000,0.4217,6.0532
CMH,,301,1200,3.6917,1.5290,0.0000,,0.2180,0.0250,,0.0750,,,,0.0092,0.0220,0.0000,0.0000,,,,,,,0.0275,0.0010,0.0021,5.6005,7.5000,0.4193,6.0198
CMH,,1201,999999,3.6917,1.4980,0.0000,,0.2180,0.0250,,0.0750,,,,0.0092,0.0220,0.0000,0.0000,,,,,,,0.0275,0.0010,0.0021,5.5695,7.5000,0.4170,5.9865
DA5,,1,500,3.5230,1.5000,,,0.2180,0.0250,,,,,,0.0097,0.0230,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.3018,0.0000,0.0000,5.3018
DA5,,501,1200,3.5230,1.4700,,,0.2180,0.0250,,,,,,0.0097,0.0230,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.2718,0.0000,0.0000,5.2718
DA5,,1201,999999,3.5230,1.3800,,,0.2180,0.0250,,,,,,0.0097,0.0230,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.1818,0.0000,0.0000,5.1818
DAL2,,1,500,3.6421,1.1040,,,0.2180,0.0250,,,,,,0.0097,0.0230,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.0249,0.0000,0.0000,5.0249
DAL2,,501,1200,3.6421,1.0820,,,0.2180,0.0250,,,,,,0.0097,0.0230,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.0029,0.0000,0.0000,5.0029
DAL2,,1201,999999,3.6421,1.0600,,,0.2180,0.0250,,,,,,0.0097,0.0230,0.0000,0.0000,,,,,,,,0.0010,0.0021,4.9809,0.0000,0.0000,4.9809
DCA,,1,300,3.5816,4.0200,,,0.2180,0.0000,,1.2442,,,,0.0000,0.0000,0.0408,0.0000,,,,,,,,0.0010,0.0021,9.1077,0.0000,0.0000,9.1077
DCA,,301,1200,3.5816,3.9780,,,0.2180,0.0000,,1.2373,,,,0.0000,0.0000,0.0408,0.0000,,,,,,,,0.0010,0.0021,9.0588,0.0000,0.0000,9.0588
DCA,,1201,999999,3.5816,3.4400,,,0.2180,0.0000,,1.1498,,,,0.0000,0.0000,0.0408,0.0000,,,,,,,,0.0010,0.0021,8.4333,0.0000,0.0000,8.4333
DEN,,1,500,4.4081,4.1120,0.0000,,0.2180,0.0000,,0.3100,,,0.0400,0.0000,0.0000,0.0000,0.0000,,0.0400,,,,,,0.0010,0.0021,9.1312,3.9000,0.3561,9.4873
DEN,,501,1200,4.4081,4.0300,0.0000,,0.2180,0.0000,,0.3100,,,0.0400,0.0000,0.0000,0.0000,0.0000,,0.0400,,,,,,0.0010,0.0021,9.0492,3.9000,0.3529,9.4021
DEN,,1201,999999,4.4081,3.9480,0.0000,,0.2180,0.0000,,0.3100,,,0.0400,0.0000,0.0000,0.0000,0.0000,,0.0400,,,,,,0.0010,0.0021,8.9672,3.9000,0.3497,9.3169
DSM,,1,300,3.7001,2.2260,0.0000,,0.2180,0.0250,,0.1200,,0.0100,,0.0100,0.0237,0.0000,0.0000,,,,,0.0500,,,0.0010,0.0021,6.3859,0.0000,0.0000,6.3859
DSM,,301,1200,3.7001,2.1810,0.0000,,0.2180,0.0250,,0.1200,,0.0100,,0.0100,0.0237,0.0000,0.0000,,,,,0.0500,,,0.0010,0.0021,6.3409,0.0000,0.0000,6.3409
DSM,,1201,999999,3.7001,2.1370,0.0000,,0.2180,0.0250,,0.1200,,0.0100,,0.0100,0.0237,0.0000,0.0000,,,,,0.0500,,,0.0010,0.0021,6.2969,0.0000,0.0000,6.2969
DTW,,1,300,3.6531,3.5770,0.0000,,0.2180,0.0250,,0.0700,,,,0.0000,0.0000,0.0305,0.0000,,,,0.0090,0.0300,,,0.0010,0.0021,7.6157,12.0000,0.4569,8.0726
DTW,,301,1200,3.6531,3.5050,0.0000,,0.2180,0.0250,,0.0700,,,,0.0000,0.0000,0.0305,0.0000,,,,0.0090,0.0300,,,0.0010,0.0021,7.5437,12.0000,0.4526,7.9963
DTW,,1201,999999,3.6531,3.4340,0.0000,,0.2180,0.0250,,0.0700,,,,0.0000,0.0000,0.0305,0.0000,,,,0.0090,0.0300,,,0.0010,0.0021,7.4727,12.0000,0.4484,7.9211
EFD,,1,300,3.6037,2.2110,0.0000,,0.2180,0.0250,,0.0600,,,,0.0223,0.0530,0.0000,0.0000,,,,,,,,0.0010,0.0021,6.1961,0.0000,0.0000,6.1961
EFD,,301,1200,3.6037,1.8900,0.0000,,0.2180,0.0250,,0.0600,,,,0.0223,0.0530,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.8751,0.0000,0.0000,5.8751
EFD,,1201,999999,3.6037,1.7000,0.0000,,0.2180,0.0250,,0.0600,,,,0.0223,0.0530,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.6851,0.0000,0.0000,5.6851
EIS,,1,999999 ,6.5730,,0.0000,,,,,,,,,,,,,,,,,,,,,,6.5730,,0.0000,6.5730
EWR,,1,500,4.1106,4.3700,0.0000,,0.2180,0.0000,,0.2800,,,,0.0000,0.0000,0.0112,0.0000,,,,,0.0400,,,0.0010,0.0021,9.0329,0.0000,0.0000,9.0329
EWR,,501,1200,4.1106,4.2830,0.0000,,0.2180,0.0000,,0.2800,,,,0.0000,0.0000,0.0112,0.0000,,,,,0.0400,,,0.0010,0.0021,8.9459,0.0000,0.0000,8.9459
EWR,,1201,999999,4.1106,4.1950,0.0000,,0.2180,0.0000,,0.2800,,,,0.0000,0.0000,0.0112,0.0000,,,,,0.0400,,,0.0010,0.0021,8.8579,0.0000,0.0000,8.8579
EYW,,1,300,3.7801,3.9540,0.0000,,0.2180,0.0250,,0.0600,,,,0.0414,0.0986,0.0000,0.0046,,,,0.0210,0.0427,,,0.0010,0.0021,8.2485,7.5000,0.0000,8.2485
EYW,,301,1200,3.7801,3.8500,0.0000,,0.2180,0.0250,,0.0600,,,,0.0414,0.0986,0.0000,0.0046,,,,0.0210,0.0427,,,0.0010,0.0021,8.1445,7.5000,0.0000,8.1445
EYW,,1201,999999,3.7801,3.7300,0.0000,,0.2180,0.0250,,0.0600,,,,0.0414,0.0986,0.0000,0.0046,,,,0.0210,0.0427,,,0.0010,0.0021,8.0245,7.5000,0.0000,8.0245
F45,,1,999999 ,9.0360,,0.0000,,,,,,,,,,,,,,,,,,,,,,9.0360,,0.0000,9.0360
FAT,,1,300,3.4953,1.1630,0.0000,,0.2180,0.0250,,0.1000,,,,0.0425,0.1012,0.0067,0.0000,,0.0200,,,,,0.0200,0.0010,0.0021,5.1948,8.3500,0.4302,5.6250
FAT,,301,1200,3.4953,1.1400,0.0000,,0.2180,0.0250,,0.1000,,,,0.0425,0.1012,0.0067,0.0000,,0.0200,,,,,0.0200,0.0010,0.0021,5.1718,8.3500,0.4283,5.6001
FAT,,1201,999999,3.4953,1.1160,0.0000,,0.2180,0.0250,,0.1000,,,,0.0425,0.1012,0.0067,0.0000,,0.0200,,,,,0.0200,0.0010,0.0021,5.1478,8.3500,0.4263,5.5741
FAY,,1,300,3.6315,2.4650,0.0000,,0.2180,0.0250,,0.0600,,,,0.0332,0.0791,0.0473,0.0000,,,,,,0.0030,,0.0010,0.0021,6.5652,7.0000,0.4572,7.0224
FAY,,301,1200,3.6315,2.4160,0.0000,,0.2180,0.0250,,0.0600,,,,0.0332,0.0791,0.0473,0.0000,,,,,,0.0030,,0.0010,0.0021,6.5162,7.0000,0.4538,6.9700
FAY,,1201,999999,3.6315,2.3660,0.0000,,0.2180,0.0250,,0.0600,,,,0.0332,0.0791,0.0473,0.0000,,,,,,0.0030,,0.0010,0.0021,6.4662,7.0000,0.4503,6.9165
FDK,,1,300,3.6631,2.3200,0.0000,,0.2180,0.0250,,0.0920,,,,0.0271,0.0645,0.0372,0.0000,,0.0700,,,,,,0.0010,0.0021,6.5200,0.0000,0.0000,6.5200
FDK,,301,1200,3.6631,2.2740,0.0000,,0.2180,0.0250,,0.0920,,,,0.0271,0.0645,0.0372,0.0000,,0.0700,,,,,,0.0010,0.0021,6.4740,0.0000,0.0000,6.4740
FDK,,1201,999999,3.6631,2.2270,0.0000,,0.2180,0.0250,,0.0920,,,,0.0271,0.0645,0.0372,0.0000,,0.0700,,,,,,0.0010,0.0021,6.4270,0.0000,0.0000,6.4270
FLL,,1,500,3.6591,0.9700,0.0000,,0.2180,0.0250,,0.0600,,,0.1345,0.0000,0.0000,0.0160,0.0000,,,,0.0210,0.0427,,,0.0010,0.0021,5.1494,7.0000,0.0000,5.1494
FLL,,501,1200,3.6591,0.9510,0.0000,,0.2180,0.0250,,0.0600,,,0.1345,0.0000,0.0000,0.0160,0.0000,,,,0.0210,0.0427,,,0.0010,0.0021,5.1304,7.0000,0.0000,5.1304
FLL,,1201,999999,3.6591,0.9310,0.0000,,0.2180,0.0250,,0.0600,,,0.1345,0.0000,0.0000,0.0160,0.0000,,,,0.0210,0.0427,,,0.0010,0.0021,5.1104,7.0000,0.0000,5.1104
FSD,,1,300,4.3802,1.1520,0.0000,,0.2180,0.0250,,0.0400,,,0.0200,0.0292,0.0694,0.0000,0.0000,,,,,0.0400,,,0.0010,0.0021,5.9769,6.5000,0.0749,6.0518
FSD,,301,1200,4.3802,1.1290,0.0000,,0.2180,0.0250,,0.0400,,,0.0200,0.0292,0.0694,0.0000,0.0000,,,,,0.0400,,,0.0010,0.0021,5.9539,6.5000,0.0734,6.0273
FSD,,1201,999999,4.3802,1.1060,0.0000,,0.2180,0.0250,,0.0400,,,0.0200,0.0292,0.0694,0.0000,0.0000,,,,,0.0400,,,0.0010,0.0021,5.9309,6.5000,0.0719,6.0028
FSM,,1,300,4.3068,2.2100,0.0000,,0.2180,0.0250,,0.0800,,,,0.0262,0.0630,0.0000,0.0000,,,,0.0030,,,,0.0010,0.0021,6.9351,9.5000,0.6588,7.5939
FSM,,301,1200,4.3068,1.9600,0.0000,,0.2180,0.0250,,0.0800,,,,0.0262,0.0630,0.0000,0.0000,,,,0.0030,,,,0.0010,0.0021,6.6851,9.5000,0.6351,7.3202
FSM,,1201,999999,4.3068,1.7100,0.0000,,0.2180,0.0250,,0.0800,,,,0.0262,0.0630,0.0000,0.0000,,,,0.0030,,,,0.0010,0.0021,6.4351,9.5000,0.6113,7.0464
FTY,,1,300,3.5452,1.5550,0.0000,,0.2180,0.0250,,0.1000,,,,0.0130,0.0310,0.0478,0.0000,,,,,,,,0.0010,0.0021,5.5381,2.0000,0.1108,5.6489
FTY,,301,1200,3.5452,1.5240,0.0000,,0.2180,0.0250,,0.1000,,,,0.0130,0.0310,0.0478,0.0000,,,,,,,,0.0010,0.0021,5.5071,2.0000,0.1101,5.6172
FTY,,1201,999999,3.5452,1.4930,0.0000,,0.2180,0.0250,,0.1000,,,,0.0130,0.0310,0.0478,0.0000,,,,,,,,0.0010,0.0021,5.4761,2.0000,0.1095,5.5856
GEG,,1,300,3.4136,3.1500,0.0000,,0.2180,0.0250,,0.0650,,,0.0271,0.0578,0.1375,0.0000,0.0000,,0.0105,,0.0098,0.1800,,,0.0010,0.0021,7.2974,9.0000,0.6507,7.9481
GEG,,301,1200,3.4136,3.0900,0.0000,,0.2180,0.0250,,0.0650,,,0.0271,0.0578,0.1375,0.0000,0.0000,,0.0105,,0.0098,0.1800,,,0.0010,0.0021,7.2374,9.0000,0.6453,7.8827
GEG,,1201,999999,3.4136,2.7800,0.0000,,0.2180,0.0250,,0.0650,,,0.0271,0.0578,0.1375,0.0000,0.0000,,0.0105,,0.0098,0.1800,,,0.0010,0.0021,6.9274,9.0000,0.6174,7.5448
GND,,1,999999 ,6.6750,,0.0000,,,,,,,,,,,,,,,,,,,,,,6.6750,,0.0000,6.6750
